id,tabset,pageset,pagename,item_type,item_order,item_text,item_text_es,item_text_long,item_text_long_es,item_alignment,item_font,item_cellspan,item_appendrule,item_help_bubble,item_help_bubble_es,item_help_parenting,item_help_parenting_es,item_help_legal,item_help_legal_es,item_help_code,item_help_code_es,question_group,question_field,q_label_location,q_text_location,q_text_style,q_option_location,q_option_layout,instance_number,q_subscript,item_rule,item_script,item_text_pt,item_text_long_pt
6751,,Bases,Disability,Question,64,,,,,left,Normal,1,end row,,,,,,,,,Disability,HarassmentDetail,top,top,Normal,top,horizontal_4,0,,,,,
6753,,Bases,Disability,Question,65,,,,,left,Normal,1,end row,,,,,,,,,Disability,HarassmentHarassers,top,top,Normal,top,horizontal_4,0,,,,,
7336,,General,Incidents,SeparatorLine,5,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7406,,General,ADR,Question,2,,,,,left,Normal,1,same cell,,,,,,,,,ADR,numberOfOfferInformal,top,top,Normal,right,horizontal_2,0,,,,,
4522,,General,ReportsToDo,Question,21,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_ParentInteraction,left_aligned,top,Normal,right,horizontal,0,,,,,
4083,,Login,NumberOfChildren,Text,2,"Note: If needed, you can change this answer later.",,,,left,bodyItalic,1,end row,,,,,,,,,,,,,,,,,,,,,
4130,,Login,Language,SeparatorLine,2,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4088,,Login,NumberOfAgreements,Text,3,"Note: If needed, you can revise this answer later.",,,,left,bodyItalic,2,end row,,,,,,,,,,,,,,,,,,,,,
4097,,Login,YouAreReady,LongText,1,,,KidsFirst uses seven tabs across the top of the screen to define different topics. Each tab has a related menu on the left of the screen.  It looks like this:,,left,body,1,end row,,,,,,,,,,,,,,,,,,,,,
5406,,Login,DemographicsFree,Question,13,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,educationLevelP1,top,top,Normal,left,vertical,0,,,,,
4050,,Login,Language,Text,1,"Please select ""English"" below for the KidsFirst! English version.\n\nEscoja por favor ""Español"" debajo utilizar KidsFirst! en Español.\n",,,,left,body,1,end row,,,,,,,,,,,,,,,,,,,,,
4051,,Login,Language,ButtonSubmit,4,    Next    ,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4052,,Login,Language,Question,3,,,,,left,Normal,1,end row,,,,,,,,,General,Language,top,top,Normal,left,horizontal,0,,,,,
5392,,Login,DemographicsFree,Question,21,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,conflicts,top,top,Normal,right,horizontal_3,0,,,,,
4057,,Login,ParentNames,Text,2,Your Name,,,,left,header,2,end row,,,,,,,,,,,,,,,,,,,,,
4058,,Login,ParentNames,Question,3,,,,,left,Normal,1,same cell,,,,,,,,,Parent,FirstName,top,top,Normal,left,horizontal,1,,,,,
4059,,Login,ParentNames,Question,4,,,,,left,Normal,1,same cell,,,,,,,,,Parent,MiddleName,top,top,Normal,left,horizontal,1,,,,,
4056,,Login,ParentNames,LongText,1,,,Please provide the full names of both parents. ,,left,body,5,end row,,,,,,,,,,,,,,,,,,,,,
4060,,Login,ParentNames,Question,5,,,,,left,Normal,1,end row,,,,,,,,,Parent,LastName,top,top,Normal,left,horizontal,1,,,,,
4061,,Login,ParentNames,Text,6,Name Of Other Parent,,,,left,header,2,end row,,,,,,,,,,,,,,,,,,,,,
4062,,Login,ParentNames,Question,7,,,,,left,Normal,1,same cell,,,,,,,,,Parent,FirstName,top,top,Normal,left,horizontal,2,,,,,
4063,,Login,ParentNames,Question,8,,,,,left,Normal,1,same cell,,,,,,,,,Parent,MiddleName,top,top,Normal,left,horizontal,2,,,,,
4064,,Login,ParentNames,Question,9,,,,,left,Normal,1,end row,,,,,,,,,Parent,LastName,top,top,Normal,left,horizontal,2,,,,,
4054,,Login,Welcome,ButtonSubmit,2,    Next    ,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4065,,Login,ParentNames,ButtonSubmit,10,    Next    ,,,,left,Normal,3,end row,,,,,,,,,,,,,,,,,,,,,
5405,,Login,DemographicsFree,ButtonSubmit,32,Next,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4071,,Login,ChildNames,Text,1,Please provide the full names of your children under 18 years old.\n,,,,left,body,3,end row,,,,,,,,,,,,,,,,,,,,,
4072,,Login,ChildNames,Text,2,Names of Children,,,,left,header,2,end row,,,,,,,,,,,,,,,,,,,,,
4073,,Login,ChildNames,DoLoop,3,"( ii = 1 , [[Field Marriage_NumberOfChildren]] )",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4074,,Login,ChildNames,Question,4,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,FirstName,top,top,Normal,left,vertical,ii,,,,,
4075,,Login,ChildNames,Question,5,,,,,left,Normal,1,same cell,,,,,,,,,ChildData,MiddleName,top,top,Normal,left,vertical,ii,,,,,
4076,,Login,ChildNames,Question,6,,,,,left,Normal,1,end row,,,,,,,,,ChildData,LastName,top,top,Normal,left,vertical,ii,,,,,
4081,,Login,ChildNames,EndDo,7,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4084,,Login,NumberOfAgreements,LongText,1,,,"KidsFirst! allows parents to create one Custody Agreement/Parenting Plan for all children or create one for each child, very useful when there is a significant age difference between the children or when one child has special needs. ",,left,body,2,end row,,,,,,,,,,,,,,,,,,,,,
4089,,Login,AgreementNames,LongText,1,,,Please list which children will be in each Custody Agreement/Parenting Plan then give each a special name so there is no confusion later.  Example:  Mary and John\n,,left,body,2,end row,,,,,,,,,,,,,,,,,,,,,
4087,,Login,NumberOfAgreements,ButtonSubmit,4,    Next    ,,,,left,Normal,2,end row,,,,,,,,,,,,,,,,,,,,,
4082,,Login,ChildNames,ButtonSubmit,8,    Next    ,,,,left,Normal,3,end row,,,,,,,,,,,,,,,,,,,,,
2668,General,General,CustodyAgreements,LongText,11,,,"Type the names of your children into the ""Agreement Name"" section below. If more than one child is covered by the same agreement, type the names of each child into the section. If each child is covered by a different agreement, type the name of the child into different sections.",,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4001,General,General,CustodyAgreements,ChildrenForPlan,14,,,,,left,Normal,4,end row,,,,,,,,,,,,,,,,ii,,,,,
4002,General,General,CustodyAgreements,SeparatorLine,15,,,,,left,Normal,4,end row,,,,,,,,,,,,,,,,,,,,,
3556,General,General,CustodyAgreements,Question,13,,,,,left,Normal,1,end row,,,,,,,,,Custody,AgreementName,top,top,Normal,left,vertical,ii,,,,,
7409,,General,ADR,Text,3,Click button to add/remove each offer and acceptance of ADR,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7410,,General,ADR,DoLoop,4,"( ii = 1 , [[Field ADR_numberOfOfferInformal]])",,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7436,,General,ADR,Question,25,,,,,left,Normal,1,end row,,,,,,,,,ADR,FormalEventNeutralName,top,top,Normal,right,horizontal_4,0,,,,,
5384,,Login,DemographicsFree,Question,6,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,email,top,top,Normal,left,horizontal,0,,,,,
5487,,Login,DemographicsFree,Text,3,Your Background,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
4629,,General,ReportsToDo,Link,26,Parenting Together,,,,left,bodyBold,1,end row,,,,,,,,,Plan,SectionOverview,,,,,,,,,,,
4540,,General,ReportsToDo,Question,10,,,,,left,Normal,1,end row,,,,,,,,,Show,Parent_MentalHealth,left_aligned,top,Normal,right,horizontal,0,,,,,
4627,,General,ReportsToDo,Link,11,Sharing Custody,,,,left,bodyBold,1,end row,,,,,,,,,Custody,SectionOverview,,,,,,,,,,,
4514,,General,ReportsToDo,Question,13,,,,,left,Normal,1,end row,,,,,,,,,Show,Custody_AdultResidents,left_aligned,top,Normal,right,horizontal,0,,,,,
4515,,General,ReportsToDo,Question,14,,,,,left,Normal,1,end row,,,,,,,,,Show,Custody_ParentDating,left_aligned,top,Normal,right,horizontal,0,,,,,
4516,,General,ReportsToDo,Question,15,,,,,left,Normal,1,end row,,,,,,,,,Show,Custody_Abuse,left_aligned,top,Normal,right,horizontal,0,,,,,
4517,,General,ReportsToDo,Question,16,,,,,left,Normal,1,end row,,,,,,,,,Show,Custody_Drugs/Alcohol,left_aligned,top,Normal,right,horizontal,0,,,,,
7339,,General,Incidents,SeparatorLine,17,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4518,,General,ReportsToDo,Question,17,,,,,left,Normal,1,end row,,,,,,,,,Show,Custody_Disability,left_aligned,top,Normal,right,horizontal,0,,,,,
4628,,General,ReportsToDo,Link,18,Agreeing to Agree,,,,left,bodyBold,1,end row,,,,,,,,,Agreeing,SectionOverview,,,,,,,,,,,
4520,,General,ReportsToDo,Question,19,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_SafeBehaviors,left_aligned,top,Normal,right,horizontal,0,,,,,
4521,,General,ReportsToDo,Question,20,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_BeingPositive,left_aligned,top,Normal,right,horizontal,0,,,,,
4626,,General,ReportsToDo,Link,6,Parent's Information,,,,left,bodyBold,1,end row,,,,,,,,,Parent,SectionOverview,,,,,,,,,,,
4620,,General,ReportsToDo,Link,2,Children's Information,,,,left,bodyBold,1,end row,,,,,,,,,Children,SectionOverview,,,,,,,,,,,
5490,,Login,DemographicsFree,Question,28,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,testerFeedback,top,top,Normal,right,horizontal,0,,,,,
5479,,Login,DemographicsFree,Question,29,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,referralFee,top,top,Normal,right,horizontal,0,,,,,
4531,,General,ReportsToDo,Question,31,,,,,left,Normal,1,end row,,,,,,,,,Show,Plan_SexualityLifestyles,left_aligned,top,Normal,right,horizontal,0,,,,,
5492,,Login,DemographicsFree,SeparatorLine,2,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4525,,General,ReportsToDo,Question,23,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_ShareDecisions,left_aligned,top,Normal,right,horizontal,0,,,,,
4526,,General,ReportsToDo,Question,24,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_PrimaryContact,left_aligned,top,Normal,right,horizontal,0,,,,,
4527,,General,ReportsToDo,Question,25,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_RespectResponsible,left_aligned,top,Normal,right,horizontal,0,,,,,
7437,,General,ADR,Question,26,,,,,left,Normal,1,end row,,,,,,,,,ADR,FormalEventPlace,top,top,Normal,right,horizontal_2,0,,,,,
7438,,General,ADR,SeparatorLine,27,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
5389,,Login,DemographicsFree,Question,17,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,relationshipType,top,top,Normal,right,vertical,0,,,,,
4523,,General,ReportsToDo,Question,27,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_FamilyEvents,left_aligned,top,Normal,right,horizontal,0,,,,,
4529,,General,ReportsToDo,Question,28,,,,,left,Normal,1,end row,,,,,,,,,Show,Plan_SpecialPrograms,left_aligned,top,Normal,right,horizontal,0,,,,,
4530,,General,ReportsToDo,Question,29,,,,,left,Normal,1,end row,,,,,,,,,Show,Plan_ApprovedActivities,left_aligned,top,Normal,right,horizontal,0,,,,,
4577,,General,ReportsToDo,Question,30,,,,,left,Normal,1,end row,,,,,,,,,Show,Plan_ChildContract,left_aligned,top,Normal,right,horizontal,0,,,,,
5388,,Login,DemographicsFree,Question,18,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,relationshipDuration,left_flush,top,Normal,left,horizontal,0,,,,,
5484,,Login,DemographicsFree,Question,19,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,courtStatus,top,top,Normal,right,horizontal_3,0,,,,,
2738,Issues,Issues,DrugsAlcohol,Text,10,Drug Testing for our VChildChildren,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
7413,,General,ADR,SeparatorLine,13,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
7412,,General,ADR,EndDo,14,,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
3055,Issues,Issues,Disability,Question,8,,,,,left,Normal,1,end row,,,,,,,,,Custody,disabilityParentOne,top,top,Normal,right,horizontal_2,0,,,,,
5485,,Login,DemographicsFree,Question,20,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,propertySettlement,top,top,Normal,right,horizontal_3,0,,,,,
5488,,Login,DemographicsFree,Text,16,Your Relationship,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
5486,,Login,DemographicsFree,SeparatorLine,22,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
5489,,Login,DemographicsFree,Text,23,Your KidsFirst! Experience,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
5393,,Login,DemographicsFree,Question,25,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,sourceOfLead,top,top,Normal,left,vertical,0,,,,,
5483,,Login,DemographicsFree,Question,26,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,sourceOfLeadOther,top,top,Normal,right,vertical,0,,,,,
5394,,Login,DemographicsFree,Question,27,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,onlineParentingGroup,top,top,Normal,right,horizontal,0,,,,,
5493,,Login,DemographicsFree,Question,30,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,individualUser,top,top,Normal,right,horizontal,0,,,,,
5482,,Login,DemographicsFree,LongText,31,,,"By clicking this box I hereby certify that I am a parent and am accessing KidsFirst! for my personal use and I am not accessing KidsFirst! for commercial purposes. If I am accessing KidsFirst! for commercial purposes of any kind I hereby agree to pay $10,000 as a penalty in addition to $1,000 per year for a KidsFirst! professional license. I acknowledge that my IP address is being tracked for verification purposes.",,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
5495,,Login,DemographicsFree,Question,8,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,county,top,top,Normal,left,horizontal,0,,,,,
5494,,Login,DemographicsFree,Question,9,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,state,top,top,Normal,left,horizontal,0,,,,,
4524,,General,ReportsToDo,Question,22,,,,,left,Normal,1,end row,,,,,,,,,Show,Agreeing_ParentAlienation,left_aligned,top,Normal,right,horizontal,0,,,,,
4553,,General,ReportsToDo,LongText,1,,,"Decide which topics below apply to your family and parenting situation.  You will not be asked questions about topics that you remove the check within the box. For example, if your child is not adopted you should uncheck the box Adoption and Foster Child.\n\nTo view topics on your computer screen, leave the ""screen"" boxes checked. To include topics in a report, leave the ""report"" boxes checked.\n\nIf you are not sure from reading the ""bubble help"" over each topic, click the underlined section name (e.g., Children's Information) to jump those topics for more information.\n\nRemember that you can always come back to this page to add or remove any topic at a later time.\n\n",,left,Normal,6,end row,,,,,,,,,,,,,,,,,,,,,
3056,Issues,Issues,Disability,Question,10,,,,,left,Normal,1,end row,,,,,,,,,Custody,disabilityParentTwo,top,top,Normal,right,horizontal_2,0,,,,,
5379,,Login,DemographicsFree,Question,4,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,nameFirst,top,top,Normal,left,horizontal,0,,,,,
5378,,Login,DemographicsFree,LongText,1,,,"To better understand how we can make KidsFirst! most helpful to you and other parents around the country, please take two minutes to answer these questions.\n\nThank you.",,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
5380,,Login,DemographicsFree,Question,5,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,nameLast,top,top,Normal,left,horizontal,0,,,,,
5381,,Login,DemographicsFree,Question,7,,,,,left,Normal,1,same cell,,,,,,,,,DemographicsFree,city,top,top,Normal,left,horizontal,0,,,,,
3059,Issues,Issues,Disability,Text,13,Household Members with a Disability,,,,left,header,1,end row,,,,,,,,,,,,,,,,,,,,,
5383,,Login,DemographicsFree,Question,10,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,ZIP,top,top,Normal,left,horizontal,0,,,,,
5387,,Login,DemographicsFree,SeparatorLine,15,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
5397,,Login,DemographicsPaid,Question,3,,,,,left,Normal,1,end row,,,,,,,,,Demographics,collaborate,top,top,Normal,left,horizontal,0,,,,,
5398,,Login,DemographicsPaid,Question,4,,,,,left,Normal,1,end row,,,,,,,,,Demographics,conflicts,top,top,Normal,left,horizontal,0,,,,,
5399,,Login,DemographicsPaid,Question,5,,,,,left,Normal,1,end row,,,,,,,,,Demographics,relationshipDuration,top,top,Normal,left,horizontal,0,,,,,
5400,,Login,DemographicsPaid,Question,6,,,,,left,Normal,1,end row,,,,,,,,,Demographics,relationshipType,top,top,Normal,left,horizontal,0,,,,,
5401,,Login,DemographicsPaid,Question,7,,,,,left,Normal,1,end row,,,,,,,,,Demographics,sourceOfLead,top,top,Normal,left,horizontal,0,,,,,
5402,,Login,DemographicsPaid,Question,8,,,,,left,Normal,1,end row,,,,,,,,,Demographics,onlineParentingGroup,top,top,Normal,left,horizontal,0,,,,,
5403,,Login,DemographicsPaid,ButtonSubmit,13,Next,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
5404,,Login,DemographicsFree,Question,24,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,signupReason,top,top,Normal,right,horizontal_3,0,,,,,
5386,,Login,DemographicsFree,Question,12,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,incomeP2,top,top,Normal,left,horizontal,0,,,,,
5407,,Login,DemographicsFree,Question,14,,,,,left,Normal,1,end row,,,,,,,,,DemographicsFree,educationLevelP2,top,top,Normal,left,horizontal,0,,,,,
5410,,Login,DemographicsPaid,Question,9,,,,,left,Normal,1,end row,,,,,,,,,Demographics,incomeP1,top,top,Normal,left,horizontal,0,,,,,
5408,,Login,DemographicsPaid,Question,11,,,,,left,Normal,1,end row,,,,,,,,,Demographics,educationLevelP1,top,top,Normal,left,horizontal,0,,,,,
5409,,Login,DemographicsPaid,Question,12,,,,,left,Normal,1,end row,,,,,,,,,Demographics,educationLevelP2,top,top,Normal,left,horizontal,0,,,,,
5411,,Login,DemographicsPaid,Question,10,,,,,left,Normal,1,end row,,,,,,,,,Demographics,incomeP2,top,top,Normal,left,horizontal,0,,,,,
4509,Issues,Issues,Disability,EndDo,7,,,,,left,,1,end row,,,,,,,,,,,,,,,,,,,,,
3050,Issues,Issues,Disability,Question,18,,,,,left,,1,same cell,,,,,,,,,Custody,disabledPersonRelationship,top,top,,right,vertical,ii,,,,,
4148,Issues,Issues,Disability,Question,19,,,,,left,,1,end row,,,,,,,,,Custody,disabledPersonRelationshipOther,top,top,,right,horizontal_2,ii,,,,,
3049,Issues,Issues,Disability,SeparatorLine,23,SeparatorLine,,,,left,Normal,1,end row,,,,,,,,,,,,,,,,,,,,,
4616,Issues,Issues,Disability,Question,4,,,,,left,Normal,1,end row,,,,,,,,,Custody,disabilityChildTreatmentType,top,top,Normal,right,horizontal_2,ii,,,,,
3052,Issues,Issues,Disability,Question,16,,,,,left,Normal,1,same cell,,,,,,,,,Custody,disabledPersonName,top,top,Normal,right,vertical,ii,,,,,
4574,,Login,ECommerce,LongText,1,,,"\n<p align=""left"" class=""questionGroupQuestionBody""><b><span style=""color:#000000""><img border=""0"" src=""../../images/pplanTab_logo.gif"" align=""left"" width=""126"" height=""37"">KidsFirst!<br>Application</span></b></p>\n<table border=""0"" width=""640""><tr><td class=""questionGroupQuestionBody"">Payment covers unlimited use of your KidsFirst! Parenting Plan for one year from the date of purchase.&nbsp; Access after one year will be offered at $9 per month.&nbsp; Refunds are available only during the first seven days after purchase, and only if the application has not been used to print reports.\n\n<table border=""0"" width=""100%"" cellspacing=""0"" cellpadding=""0""><tr><td width=""50%"" valign=""top"" align=""left"" class=""questionGroupQuestionBody""><b><font face=""Arial"">Pay by credit card: </font></b></td><td width=""50%"" valign=""top""><img border=""0"" src=""../images/logo_visa_30.gif"" width=""30"" height=""19"">&nbsp;<img border=""0"" src=""../images/logo_mastercard_30.gif"" width=""30"" height=""18"">&nbsp;<img border=""0"" src=""../images/logo_americanexpress_30.gif"" width=""20"" height=""20"">&nbsp;<img border=""0"" src=""../images/logo_discover_30.gif"" width=""30"" height=""20""></td></tr></table></form>\n<form method=""POST"" action=""http://nlighten.incap.com/cgi-bin/sim.pl"" name=""formKidsFirstApplicationPayment""><input type=""hidden"" name=""x_amount"" value=""99""><input type=""hidden"" name=""x_description"" value=""KidsFirst! Parenting Plan application (one-year license)""><input type=""hidden"" name=""x_cust_id"" value=""[[field  General_LoginID]]""><input type=""hidden"" name=""x_po_num"" value=""[[field  General_LoginID]]""><input type=""hidden"" name=""x_merchant_email"" value=""henry@incap.com""><input type=""hidden"" name=""x_email_customer"" value=""TRUE""><input type=""hidden"" name=""x_header_email_receipt"" value=""Thank you for your payment for the KidsFirst! Parenting Plan application.  Transaction details are shown below.  Please note that the charges are billed by InCap Corporation.""><input type=""hidden"" name=""x_header_html_payment_form"" value=""<img src='http://nlighten.incap.com/images/pplanTab_logo.gif' align='left'><p align='left'><font size='3' face='Verdana,Helvetica,Arial,Sans'><b>KidsFirst! Application</b><br>Payment</font><br> <br> <br> </p><p align='left'><a href='http://[[HostURL]]/viewpage.html?_Page=Login_DidNotPay'>Return to KidsFirst! Parenting Plan application</a></p>""><input type=""hidden"" name=""x_footer_html_payment_form"" value=""""><input type=""hidden"" name=""x_header_html_receipt"" value=""<img src='http://nlighten.incap.com:1186/images/pplanTab_logo.gif' align='left'><p align='left'><font size='3' face='Verdana,Helvetica,Arial,Sans'><b>KidsFirst! Application</b><br>Receipt</font><br> <br> <br> </p><p align='left'>Thank you for your payment for the KidsFirst! Parenting Plan application.  Transaction details are shown below.  <br>Please note that the charges are billed by InCap Corporation.</p><p><a href='http://[[HostURL]]/viewpage.html?_Page=Login_Language'>Return to KidsFirst application</a></p>""><input type=""hidden"" name=""x_footer_html_receipt"" value=""<p><a href='http://[[HostURL]]/viewpage.html?_Page=Login_Language'>Return to KidsFirst! Parenting Plan application</a></p><img src='https://shareasale.com/sale.cfm?amount=AMOUNTOFSALE&tracking=TRACKINGNUMBER&transtype=TYPEOFTRANSACTION&merchantID=15653' width='1' height='1'>""><input type=""hidden"" name=""x_relay_response"" VALUE=""True""><input type=""hidden"" name=""x_relay_url"" VALUE=""http://[[HostURL]]/payment_relay.html"">\n  <p>KidsFirst! Parenting Plan application (one-year license)<br>Cost is $99 for one year of online access</p>\n  <p><input type=""submit"" value=""I agree to purchase KidsFirst! Parenting Plan application license"" name=""buttonSubmitMCLE""></p>\n  <p><a href=""javascript:history.back(-1)"">Return to previous page</a></p>\n</td></tr></table>",,left,Normal,6,end row,,,,,,,,,,,,,,,,,,,,,
