id,question_order,instance_name,question_group,question_field,question_label,question_label_es,question_label_short,question_label_short_es,question_text,question_text_es,question_inputtype,question_width,question_datatype,question_options,question_default_value,question_rule,updatestamp,question_label_link,question_help_bubble,question_help_bubble_es,question_help_parenting,question_help_parenting_es,question_help_legal,question_help_legal_es,question_help_code,question_help_code_es,is_favorite,data_array,data_array_counter,question_help_topic,question_label_pt,question_label_short_pt,question_text_pt,question_help_bubble_pt,question_help_parenting_pt,question_help_legal_pt,question_help_code_pt,question_help_topic_es,question_help_topic_pt
580,15,Custody,ConflictLevel,collaborationWinWin,How often do you work towards a parenting solution where both parents are winners?,¿Está usted de acuerdo en trabajar hasta que lleguen a una solución en la que todas las partes salgan ganando?,Do you agree to work until you reach a solution where all sides are winners?,Â¿EstÃ¡ usted de acuerdo en trabajar hasta que lleguen a una soluciÃ³n en la que todas las partes salgan ganando?,,,radio,0,text,,,,2004-05-14 16:50:49,,,,"Those with a winning attitude see conflict as an opportunity for growth and not a battle to be fought and won.To get to this place requires lots of courage and concern for the other person's position, in other words to behave like an adult not a child, and to be able to communicate difficult ideas and feelings during challenging times without threatening the other person.\n\nWe often hear about ""win-win"" solutions where each person feels good about the results and feel they got most of what they wanted. To get a ""win-win"" solution requires one to feel confident that their position is reasonably fair and that the other person's position is also reasonably fair. \n\nCommunication is a two-way street where both persons feel they have been understood by the other person involved in the discussion. It also requires both persons to really, really listen to the other person and to view the issue from that person's viewpoint. To win at life we must respect the other person's point of view and look for and find solutions to the current challenges.",,,,,,,0,,Conflict - Collaboration Alternative,,,,,,,,,
1358,22,(none),Court,ParentOneState,In which state do you live?,,,,,,select,15,text,,over six months,,1925-01-04 12:50:23,,,,,,,,,,,0,,,,,,,,,,,
2668,4,(none),Calendar,sports,<b>Activities/Sports</b>,,,,,,multicheck,16,text,,,,1929-08-29 16:52:16,,,,,,,,,,,0,,,,,,,,,,,
1400,7,Child,ChildMedical,medicationDocPhone,Phone\t,,Doctor's Phone,,,,text_phone_num,12,text,,,,1925-02-08 21:23:24,,phone of prescribing doctor,,,,,,,,,1,numberOfMedications,Doctor,,,,,,,,,
2658,17,Custody,Calendar,SupervisedVisitsReason,Why should there be supervised visits? Is there a history of:,,,,,,multicheck,0,text,,,,1929-01-25 11:04:44,,,,,,,,,,,0,,,,,,,,,,,
1677,4,Child,ChildIDKit,statePoliceFax,State Police Fax,,,,,,text_phone_num,20,text,,,,1925-08-21 13:17:43,,,,,,,,,,,0,,,,,,,,,,,
1404,7,Parent,Support,childSupportCurrent,Child Support This Relationship,,Child Support This Relationship,,,,text,4,text,,,,1925-02-09 16:44:24,,,,,,,,,,,0,,,,,,,,,,,
87,5,Parent,ParentEmployment,EmployerCity,City,Ciudad,City,Ciudad,,,text,20,text,,,,2004-02-12 18:11:19,,,,,,,,,,,0,,,,,,,,,,,
2617,23,Custody,Calendar,homeworkDescription, Homework Description:,,,,,,text,30,text,,,,1928-04-19 19:37:28,,,,,,,,,,,0,,,,,,,,,,,
2539,32,Custody,Calendar,holidayJewSukkot,Sukkot,,Sukkot,,,,radio,0,text,,,,1927-10-07 14:34:18,,,,,,,,,,,0,,,,,,,,,,,
2560,44,Custody,Calendar,holidayIslamIdUlFitr,Id ul-Fitr,,Id ul-Fitr,,,,radio,0,text,,,,1927-10-07 16:46:37,,Night journey of Muhammad,,,,,,,,,0,,,,,,,,,,,
1090,19,(none),Custody,housingSituation,Housing Situation,,Housing Situation,,,,checkbox,2,text,,,,1924-10-31 15:46:18,,Agreeing where and when your child will live with each parent.,,,,,,,,,,,,,,,,,,,,
999,6,Custody,GoalChild,bedtimeAgreement,Shall vPlanChildrenNames's bedtime be the same at both parents?,,Same bedtime at both parents,,,,radio,0,text,,depends,,2004-09-22 13:13:31,,,,"Children need at least 8 hours of sleep to be rested and healthy. Having a bedtime that is the same at both parent's homes will help ensure that your child gets the rest wherever he sleeps.\n\nTo feel secure, children need consistency and a routine that they can count on. Having a bedtime that is the same at both parent's homes will help create a routine and prevent problems like, ""Daddy let's me stay up as long as I want.""",,,,,,,0,,,,,,,,,,,
1305,38,Child,ChildSchool,childcarePayer,How will the cost for childcare be divided?,,Chjldcare cost payer,,,,multicheck,0,text,,,,1924-12-15 21:14:50,,,,,,,,,,,,,,,,,,,,,,
512,43,Parent,Parent,adopted,Were you adopted?,¿Usted fue adoptado?,Were you adopted?,Â¿Usted fue adoptado?,,,radio,20,text,no|yes,,,2004-05-09 17:38:19,,,,,,,,,,,0,,Parent Adoption History,,,,,,,,,
299,42,Parent,Parent,Religion,Religion,Religión,Religion,ReligiÃ³n,,,select,20,text,,,,2004-03-09 13:12:52,,,,,,,,,,,0,,,,,,,,,,,
1776,14,Custody,ConflictLevel,parentOneArgueChildren,"Do you avoid fighting or arguing with [[field Parent_FirstName(2) ""the other parent""]] with vPlanChildrenNames around?",,Avoid fighting with [[field Custody_AgreementName]] around,,,,radio,0,text,,,,1925-09-30 22:22:51,,,,"It is always a good idea to keep your conflicts and personal discussions away from the children. When parents argue in front of their child, oftentimes the child may make them feel responsible that they are the cause of the fight. \n\nIt upsets a child when she is forced to take sides against one parent during a conflict. It is much better to represent the other parent in the best possible light and let the child know that these are adult issues that will be resolved. \n\nRemember that your child wants to see both of you as good parents so making one parent bad and the other good divides the child's loyalties. Sometimes when a child feels divided or conflicted about his parents, that feeling can contribute to his helplessness and despair.",,,,,,,0,,,,,,,,,,,
2300,35,Child,ChildMedical,physicianHospitalAddress,Hospital Address,,Hospital Address,,,,text,0,text,,,,1926-07-13 11:21:11,,where the doctor has hospital privileges,,"Physicians typically have a relationship, known as privileges, with one or more hospitals.  In an emergency, the closest hospital is usually the only choice. If you have a choice it may be better to take your child to the hospital where the doctor has privileges. ",,,,,,,1,numberOfDoctors,,,,,,,,,,
745,39,Child,ChildMedical,allergyAnaphylacticShock,"If [[field ChildData_FirstName(ii)]] may be at risk for an anaphylactic shock, select the \npotential cause below:",,Anaphylactic shock causes,,,,multicheck,0,text,,,,2004-07-07 11:10:03,,,,"Anaphyalctic Shock (aka Anaphylaxis), is a severe allergic reaction that occurs rapidly and causes a life-threatening response involving the whole body. Because the reaction is really an overreaction, this is sometimes called a hypersensitivity response. \n\nFor an anaphylactic reaction to occur, you must have been exposed in the past to the substance that causes the reaction, called the antigen. This is called ""sensitization."" \n\nA bee sting, for example, may not cause an allergic reaction the first time. \n\nAnother bee sting may produce a sudden, severe allergic reaction known as anaphylaxis or anaphylactic shock.\n\nThese reactions usually occur within seconds to minutes of exposure. Occasionally, they are delayed. ",,,,,,,0,,Anaphylactic Shock ,,,,,,,,,
2379,15,Custody,ConflictLevel,negativeArgumentsPast,"Before your split-up, did either parent argue when your vchildChildren vChildrenWasWere present or might hear?",,Past arguments with children present,,,,radio,0,text,,,,1927-06-07 10:13:01,,,,"Arguing or fighting may be caused by unresolved feelings of anger, frustration or helplessness. When exploring such powerful issues, each parent must feel safe and have no fear of being attacked or criticized. \n\nWhenever problems or worries exist, the potential for bad feelings and misunderstandings exist as well. Choose a neutral place where both parents feel safe and pick a time when both have plenty of time. Then tackle any concerns with the intention of resolving conflict and agreeing upon a plan of action that each parent can support and feel good about.",,,,,,,0,,Conflict - Collaboration Alternative,,,,,,,,,
1035,33,Child,ChildData,friendsInteraction,How well does [[field ChildData_FirstName]]  get along with friends?,,Friend interaction:,,,,radio,0,text,,,,1924-10-02 09:17:55,,,,"Take this opportunity to invest in your child's ability to relate socially with other children.  Highly skilled communication and social skills will help your child through her life.\n\nHer interaction with other children is evidence of how well she coping with life. If she is having difficulties with other children, you can use these observations to address some of the conflicts she may be having with your separation and divorce.",,,,,,,0,,,,,,,,,,,
1621,2,(none),FamilyEvents,inclusionExclusionP1,How often do you attend family events when you know [[field Parent_FirstName(2)]] is likely to attend?,,,,,,radio,16,text,,,,1925-05-12 18:36:33,,,,,,,,,,,0,,Family Events,,,,,,,,,
1617,7,(none),Communication,messengerAppropriateP2,Does [[field Parent_FirstName(2)]] feel it is appropriate to use vPlanChildrenNames to pass messages or information to you?,,,,,,radio,16,text,,,,1925-05-08 21:49:26,,,,,,,,,,,0,,,,,,,,,,,
1637,41,Child,ChildMedical,ERClosestLocation,Location,,Location,,,,text,0,text,,,,1925-05-14 21:21:36,,,,,,,,,,,0,,,,,,,,,,,
842,30,Child,ChildData,friendsNewEasily,How easily does [[field  ChildData_FirstName]] make new friends?,,Making new friends:,,,,radio,0,text,,,,2004-08-21 20:05:35,,,,"The best way to know how your child is adjusting to the divorce is for you and the other parent to watch him interact with other children. Does he usually makes friends easily? Has it become more difficult? Does he fight more with others? If so, take the time to observe any changes and figure out why. Noticing that he has become more negative or disruptive will provide you an opportunity to connect to help him express his feeling of powerlessness and anger over the breakup of his two parents.\n\nDifferences in past and current behaviors are revealed in many ways. For instance, a child who appears like he is handling everything very well may be putting on an act and could be very troubled. Look deeply and carefully into how he acts and reacts. The key is to compare how he acted in the past with his current behavior, making and keeping friends is an important measure.",,,,,,,0,,Friends,,,,,,,,,
